0,12,1,2005,1
1,12,6,2005,0
2,12,6,2005,0
3,12,6,2005,0
4,12,6,2005,0
5,12,6,2005,0
6,12,6,2005,0
7,12,6,2005,0
8,12,6,2005,0
9,12,6,2005,0
10,12,6,2005,0
11,12,6,2005,0
12,12,6,2005,0
13,12,6,2005,0
14,12,6,2005,0
15,12,6,2005,0
16,12,6,2005,0
17,12,6,2005,0
18,12,6,2005,0
19,12,6,2005,0
20,12,6,2005,0
21,12,6,2005,0
22,12,6,2005,0
23,12,6,2005,0
0,12,0,2005,0
1,12,5,2005,0
2,12,5,2005,0
3,12,5,2005,0
4,12,5,2005,0
5,12,5,2005,0
6,12,5,2005,0
7,12,5,2005,0
8,12,5,2005,1
9,12,5,2005,1
10,12,5,2005,1
11,12,5,2005,1
12,12,5,2005,1
13,12,5,2005,0
14,12,5,2005,0
15,12,5,2005,0
16,12,5,2005,0
17,12,5,2005,0
18,12,5,2005,0
19,12,5,2005,0
20,12,5,2005,0
21,12,5,2005,0
22,12,5,2005,0
23,12,5,2005,0
0,12,6,2005,0
1,12,4,2005,1
2,12,4,2005,1
3,12,4,2005,1
4,12,4,2005,1
5,12,4,2005,1
6,12,4,2005,1
7,12,4,2005,1
8,12,4,2005,1
9,12,4,2005,1
10,12,4,2005,1
11,12,4,2005,1
12,12,4,2005,1
13,12,4,2005,1
14,12,4,2005,1
15,12,4,2005,1
16,12,4,2005,1
17,12,4,2005,1
18,12,4,2005,1
19,12,4,2005,1
20,12,4,2005,1
21,12,4,2005,1
22,12,4,2005,1
23,12,4,2005,1
0,12,5,2005,1
1,12,3,2005,1
2,12,3,2005,1
3,12,3,2005,1
4,12,3,2005,1
5,12,3,2005,1
6,12,3,2005,1
7,12,3,2005,1
8,12,3,2005,2
9,12,3,2005,2
10,12,3,2005,2
11,12,3,2005,2
12,12,3,2005,1
13,12,3,2005,1
14,12,3,2005,1
15,12,3,2005,1
16,12,3,2005,1
17,12,3,2005,1
18,12,3,2005,1
19,12,3,2005,1
20,12,3,2005,1
21,12,3,2005,1
22,12,3,2005,1
23,12,3,2005,1
0,12,4,2005,1
1,12,2,2005,1
2,12,2,2005,1
3,12,2,2005,1
4,12,2,2005,1
5,12,2,2005,1
6,12,2,2005,1
7,12,2,2005,2
8,12,2,2005,2
9,12,2,2005,2
10,12,2,2005,2
11,12,2,2005,2
12,12,2,2005,1
13,12,2,2005,1
14,12,2,2005,1
15,12,2,2005,1
16,12,2,2005,1
17,12,2,2005,1
18,12,2,2005,1
19,12,2,2005,2
20,12,2,2005,2
21,12,2,2005,2
22,12,2,2005,2
23,12,2,2005,1
0,12,3,2005,1
1,12,1,2005,1
2,12,1,2005,1
3,12,1,2005,1
4,12,1,2005,1
5,12,1,2005,1
6,12,1,2005,1
7,12,1,2005,2
8,12,1,2005,2
9,12,1,2005,2
10,12,1,2005,2
11,12,1,2005,2
12,12,1,2005,2
13,12,1,2005,1
14,12,1,2005,1
15,12,1,2005,1
16,12,1,2005,1
17,12,1,2005,1
18,12,1,2005,2
19,12,1,2005,2
20,12,1,2005,2
21,12,1,2005,2
22,12,1,2005,2
23,12,1,2005,1
0,12,2,2005,1
1,12,0,2005,1
2,12,0,2005,1
3,12,0,2005,1
4,12,0,2005,1
5,12,0,2005,1
6,12,0,2005,1
7,12,0,2005,1
8,12,0,2005,2
9,12,0,2005,2
10,12,0,2005,2
11,12,0,2005,2
12,12,0,2005,1
13,12,0,2005,1
14,12,0,2005,1
15,12,0,2005,1
16,12,0,2005,1
17,12,0,2005,1
18,12,0,2005,2
19,12,0,2005,2
20,12,0,2005,2
21,12,0,2005,2
22,12,0,2005,2
23,12,0,2005,2
0,12,1,2005,1
1,12,6,2005,1
2,12,6,2005,1
3,12,6,2005,1
4,12,6,2005,1
5,12,6,2005,1
6,12,6,2005,1
7,12,6,2005,1
8,12,6,2005,1
9,12,6,2005,1
10,12,6,2005,1
11,12,6,2005,1
12,12,6,2005,1
13,12,6,2005,1
14,12,6,2005,1
15,12,6,2005,1
16,12,6,2005,1
17,12,6,2005,1
18,12,6,2005,1
19,12,6,2005,1
20,12,6,2005,1
21,12,6,2005,1
22,12,6,2005,1
23,12,6,2005,1
0,12,0,2005,1
1,12,5,2005,1
2,12,5,2005,1
3,12,5,2005,1
4,12,5,2005,1
5,12,5,2005,1
6,12,5,2005,1
7,12,5,2005,1
8,12,5,2005,1
9,12,5,2005,1
10,12,5,2005,1
11,12,5,2005,1
12,12,5,2005,1
13,12,5,2005,1
14,12,5,2005,1
15,12,5,2005,1
16,12,5,2005,1
17,12,5,2005,1
18,12,5,2005,1
19,12,5,2005,1
20,12,5,2005,1
21,12,5,2005,1
22,12,5,2005,1
23,12,5,2005,1
0,12,6,2005,1
1,12,4,2005,1
2,12,4,2005,1
3,12,4,2005,1
4,12,4,2005,1
5,12,4,2005,1
6,12,4,2005,1
7,12,4,2005,1
8,12,4,2005,1
9,12,4,2005,1
10,12,4,2005,1
11,12,4,2005,1
12,12,4,2005,1
13,12,4,2005,1
14,12,4,2005,1
15,12,4,2005,1
16,12,4,2005,1
17,12,4,2005,1
18,12,4,2005,1
19,12,4,2005,1
20,12,4,2005,1
21,12,4,2005,1
22,12,4,2005,1
23,12,4,2005,1
0,12,5,2005,1
1,12,3,2005,1
2,12,3,2005,1
3,12,3,2005,1
4,12,3,2005,1
5,12,3,2005,1
6,12,3,2005,1
7,12,3,2005,1
8,12,3,2005,1
9,12,3,2005,1
10,12,3,2005,1
11,12,3,2005,1
12,12,3,2005,1
13,12,3,2005,1
14,12,3,2005,1
15,12,3,2005,1
16,12,3,2005,1
17,12,3,2005,1
18,12,3,2005,1
19,12,3,2005,1
20,12,3,2005,1
21,12,3,2005,1
22,12,3,2005,1
23,12,3,2005,1
0,12,4,2005,1
1,12,2,2005,1
2,12,2,2005,1
3,12,2,2005,1
4,12,2,2005,1
5,12,2,2005,1
6,12,2,2005,1
7,12,2,2005,1
8,12,2,2005,2
9,12,2,2005,2
10,12,2,2005,2
11,12,2,2005,1
12,12,2,2005,1
13,12,2,2005,1
14,12,2,2005,1
15,12,2,2005,1
16,12,2,2005,1
17,12,2,2005,1
18,12,2,2005,2
19,12,2,2005,2
20,12,2,2005,2
21,12,2,2005,2
22,12,2,2005,1
23,12,2,2005,1
0,12,3,2005,1
1,12,1,2005,1
2,12,1,2005,1
3,12,1,2005,1
4,12,1,2005,1
5,12,1,2005,1
6,12,1,2005,1
7,12,1,2005,1
8,12,1,2005,2
9,12,1,2005,2
10,12,1,2005,1
11,12,1,2005,1
12,12,1,2005,1
13,12,1,2005,1
14,12,1,2005,1
15,12,1,2005,1
16,12,1,2005,1
17,12,1,2005,1
18,12,1,2005,1
19,12,1,2005,2
20,12,1,2005,2
21,12,1,2005,2
22,12,1,2005,2
23,12,1,2005,1
0,12,2,2005,1
1,12,0,2005,1
2,12,0,2005,1
3,12,0,2005,1
4,12,0,2005,1
5,12,0,2005,1
6,12,0,2005,1
7,12,0,2005,1
8,12,0,2005,1
9,12,0,2005,1
10,12,0,2005,1
11,12,0,2005,1
12,12,0,2005,1
13,12,0,2005,1
14,12,0,2005,1
15,12,0,2005,1
16,12,0,2005,1
17,12,0,2005,1
18,12,0,2005,1
19,12,0,2005,2
20,12,0,2005,2
21,12,0,2005,2
22,12,0,2005,1
23,12,0,2005,1
0,12,1,2005,1
1,12,6,2005,1
2,12,6,2005,1
3,12,6,2005,0
4,12,6,2005,0
5,12,6,2005,0
6,12,6,2005,1
7,12,6,2005,1
8,12,6,2005,1
9,12,6,2005,1
10,12,6,2005,1
11,12,6,2005,1
12,12,6,2005,1
13,12,6,2005,1
14,12,6,2005,1
15,12,6,2005,1
16,12,6,2005,1
17,12,6,2005,1
18,12,6,2005,1
19,12,6,2005,1
20,12,6,2005,1
21,12,6,2005,1
22,12,6,2005,1
23,12,6,2005,1
0,12,0,2005,1
1,12,5,2005,1
2,12,5,2005,1
3,12,5,2005,1
4,12,5,2005,1
5,12,5,2005,1
6,12,5,2005,1
7,12,5,2005,1
8,12,5,2005,1
9,12,5,2005,1
10,12,5,2005,1
11,12,5,2005,1
12,12,5,2005,1
13,12,5,2005,1
14,12,5,2005,1
15,12,5,2005,1
16,12,5,2005,1
17,12,5,2005,1
18,12,5,2005,1
19,12,5,2005,1
20,12,5,2005,1
21,12,5,2005,1
22,12,5,2005,1
23,12,5,2005,1
0,12,6,2005,1
1,12,4,2005,1
2,12,4,2005,1
3,12,4,2005,1
4,12,4,2005,1
5,12,4,2005,1
6,12,4,2005,1
7,12,4,2005,1
8,12,4,2005,1
9,12,4,2005,1
10,12,4,2005,1
11,12,4,2005,1
12,12,4,2005,1
13,12,4,2005,1
14,12,4,2005,1
15,12,4,2005,1
16,12,4,2005,1
17,12,4,2005,1
18,12,4,2005,1
19,12,4,2005,2
20,12,4,2005,1
21,12,4,2005,1
22,12,4,2005,1
23,12,4,2005,1
0,12,5,2005,1
1,12,3,2005,1
2,12,3,2005,1
3,12,3,2005,1
4,12,3,2005,1
5,12,3,2005,1
6,12,3,2005,1
7,12,3,2005,2
8,12,3,2005,2
9,12,3,2005,2
10,12,3,2005,2
11,12,3,2005,1
12,12,3,2005,1
13,12,3,2005,1
14,12,3,2005,1
15,12,3,2005,1
16,12,3,2005,1
17,12,3,2005,1
18,12,3,2005,2
19,12,3,2005,2
20,12,3,2005,2
21,12,3,2005,2
22,12,3,2005,1
23,12,3,2005,1
0,12,4,2005,1
1,12,2,2005,1
2,12,2,2005,1
3,12,2,2005,1
4,12,2,2005,1
5,12,2,2005,1
6,12,2,2005,1
7,12,2,2005,1
8,12,2,2005,2
9,12,2,2005,2
10,12,2,2005,1
11,12,2,2005,1
12,12,2,2005,1
13,12,2,2005,1
14,12,2,2005,1
15,12,2,2005,1
16,12,2,2005,1
17,12,2,2005,1
18,12,2,2005,1
19,12,2,2005,2
20,12,2,2005,2
21,12,2,2005,2
22,12,2,2005,2
23,12,2,2005,1
0,12,3,2005,1
1,12,1,2005,1
2,12,1,2005,1
3,12,1,2005,1
4,12,1,2005,1
5,12,1,2005,1
6,12,1,2005,1
7,12,1,2005,1
8,12,1,2005,2
9,12,1,2005,1
10,12,1,2005,1
11,12,1,2005,1
12,12,1,2005,1
13,12,1,2005,1
14,12,1,2005,1
15,12,1,2005,1
16,12,1,2005,1
17,12,1,2005,1
18,12,1,2005,1
19,12,1,2005,2
20,12,1,2005,2
21,12,1,2005,2
22,12,1,2005,1
23,12,1,2005,1
0,12,2,2005,1
1,12,0,2005,1
2,12,0,2005,0
3,12,0,2005,0
4,12,0,2005,0
5,12,0,2005,1
6,12,0,2005,1
7,12,0,2005,1
8,12,0,2005,1
9,12,0,2005,1
10,12,0,2005,1
11,12,0,2005,1
12,12,0,2005,1
13,12,0,2005,1
14,12,0,2005,1
15,12,0,2005,1
16,12,0,2005,1
17,12,0,2005,1
18,12,0,2005,1
19,12,0,2005,2
20,12,0,2005,2
21,12,0,2005,2
22,12,0,2005,1
23,12,0,2005,1
0,12,1,2005,1
1,12,6,2005,1
2,12,6,2005,0
3,12,6,2005,0
4,12,6,2005,0
5,12,6,2005,0
6,12,6,2005,0
7,12,6,2005,0
8,12,6,2005,1
9,12,6,2005,1
10,12,6,2005,1
11,12,6,2005,1
12,12,6,2005,1
13,12,6,2005,1
14,12,6,2005,1
15,12,6,2005,1
16,12,6,2005,1
17,12,6,2005,1
18,12,6,2005,1
19,12,6,2005,1
20,12,6,2005,1
21,12,6,2005,1
22,12,6,2005,1
23,12,6,2005,1
0,12,0,2005,1
1,12,5,2005,1
2,12,5,2005,1
3,12,5,2005,1
4,12,5,2005,1
5,12,5,2005,1
6,12,5,2005,1
7,12,5,2005,1
8,12,5,2005,1
9,12,5,2005,1
10,12,5,2005,1
11,12,5,2005,1
12,12,5,2005,1
13,12,5,2005,1
14,12,5,2005,1
15,12,5,2005,1
16,12,5,2005,1
17,12,5,2005,1
18,12,5,2005,1
19,12,5,2005,1
20,12,5,2005,1
21,12,5,2005,1
22,12,5,2005,1
23,12,5,2005,1
0,12,6,2005,1
1,12,4,2005,1
2,12,4,2005,1
3,12,4,2005,1
4,12,4,2005,1
5,12,4,2005,1
6,12,4,2005,1
7,12,4,2005,1
8,12,4,2005,1
9,12,4,2005,1
10,12,4,2005,1
11,12,4,2005,1
12,12,4,2005,1
13,12,4,2005,1
14,12,4,2005,1
15,12,4,2005,1
16,12,4,2005,1
17,12,4,2005,1
18,12,4,2005,1
19,12,4,2005,1
20,12,4,2005,1
21,12,4,2005,1
22,12,4,2005,1
23,12,4,2005,1
0,12,5,2005,1
1,12,3,2005,1
2,12,3,2005,1
3,12,3,2005,1
4,12,3,2005,1
5,12,3,2005,1
6,12,3,2005,1
7,12,3,2005,1
8,12,3,2005,1
9,12,3,2005,1
10,12,3,2005,1
11,12,3,2005,1
12,12,3,2005,1
13,12,3,2005,1
14,12,3,2005,1
15,12,3,2005,1
16,12,3,2005,1
17,12,3,2005,1
18,12,3,2005,1
19,12,3,2005,1
20,12,3,2005,1
21,12,3,2005,1
22,12,3,2005,1
23,12,3,2005,1
0,12,4,2005,1
1,11,2,2005,0
2,11,2,2005,0
3,11,2,2005,0
4,11,2,2005,0
5,11,2,2005,0
6,11,2,2005,1
7,11,2,2005,1
8,11,2,2005,1
9,11,2,2005,1
10,11,2,2005,1
11,11,2,2005,1
12,11,2,2005,1
13,11,2,2005,1
14,11,2,2005,1
15,11,2,2005,1
16,11,2,2005,1
17,11,2,2005,1
18,11,2,2005,1
19,11,2,2005,1
20,11,2,2005,1
21,11,2,2005,1
22,11,2,2005,1
23,11,2,2005,1
0,12,3,2005,1
1,11,1,2005,0
2,11,1,2005,0
3,11,1,2005,0
4,11,1,2005,0
5,11,1,2005,0
6,11,1,2005,0
7,11,1,2005,0
8,11,1,2005,1
9,11,1,2005,1
10,11,1,2005,1
11,11,1,2005,1
12,11,1,2005,1
13,11,1,2005,1
14,11,1,2005,1
15,11,1,2005,1
16,11,1,2005,1
17,11,1,2005,1
18,11,1,2005,1
19,11,1,2005,1
20,11,1,2005,1
21,11,1,2005,1
22,11,1,2005,1
23,11,1,2005,1
0,11,2,2005,1
1,11,0,2005,0
2,11,0,2005,0
3,11,0,2005,0
4,11,0,2005,0
5,11,0,2005,0
6,11,0,2005,0
7,11,0,2005,1
8,11,0,2005,1
9,11,0,2005,1
10,11,0,2005,1
11,11,0,2005,1
12,11,0,2005,1
13,11,0,2005,1
14,11,0,2005,1
15,11,0,2005,1
16,11,0,2005,1
17,11,0,2005,1
18,11,0,2005,1
19,11,0,2005,1
20,11,0,2005,1
21,11,0,2005,1
22,11,0,2005,1
23,11,0,2005,0
0,11,1,2005,0
1,11,6,2005,0
2,11,6,2005,0
3,11,6,2005,0
4,11,6,2005,0
5,11,6,2005,0
6,11,6,2005,0
7,11,6,2005,0
8,11,6,2005,0
9,11,6,2005,0
10,11,6,2005,0
11,11,6,2005,0
12,11,6,2005,0
13,11,6,2005,0
14,11,6,2005,0
15,11,6,2005,0
16,11,6,2005,0
17,11,6,2005,0
18,11,6,2005,1
19,11,6,2005,1
20,11,6,2005,1
21,11,6,2005,1
22,11,6,2005,1
23,11,6,2005,0
0,11,0,2005,0
1,11,5,2005,1
2,11,5,2005,0
3,11,5,2005,0
4,11,5,2005,0
5,11,5,2005,1
6,11,5,2005,1
7,11,5,2005,1
8,11,5,2005,1
9,11,5,2005,1
10,11,5,2005,1
11,11,5,2005,1
12,11,5,2005,1
13,11,5,2005,1
14,11,5,2005,0
15,11,5,2005,0
16,11,5,2005,0
17,11,5,2005,0
18,11,5,2005,1
19,11,5,2005,1
20,11,5,2005,1
21,11,5,2005,1
22,11,5,2005,1
23,11,5,2005,0
0,11,6,2005,0
1,11,4,2005,1
2,11,4,2005,0
3,11,4,2005,0
4,11,4,2005,1
5,11,4,2005,1
6,11,4,2005,1
7,11,4,2005,1
8,11,4,2005,1
9,11,4,2005,1
10,11,4,2005,1
11,11,4,2005,1
12,11,4,2005,1
13,11,4,2005,1
14,11,4,2005,1
15,11,4,2005,1
16,11,4,2005,1
17,11,4,2005,1
18,11,4,2005,1
19,11,4,2005,1
20,11,4,2005,1
21,11,4,2005,1
22,11,4,2005,1
23,11,4,2005,1
0,11,5,2005,1
1,11,3,2005,0
2,11,3,2005,0
3,11,3,2005,0
4,11,3,2005,0
5,11,3,2005,0
6,11,3,2005,0
7,11,3,2005,0
8,11,3,2005,0
9,11,3,2005,1
10,11,3,2005,1
11,11,3,2005,1
12,11,3,2005,1
13,11,3,2005,1
14,11,3,2005,0
15,11,3,2005,0
16,11,3,2005,0
17,11,3,2005,0
18,11,3,2005,0
19,11,3,2005,1
20,11,3,2005,1
21,11,3,2005,1
22,11,3,2005,1
23,11,3,2005,1
0,11,4,2005,1
1,11,2,2005,1
2,11,2,2005,1
3,11,2,2005,1
4,11,2,2005,1
5,11,2,2005,1
6,11,2,2005,1
7,11,2,2005,1
8,11,2,2005,1
9,11,2,2005,1
10,11,2,2005,1
11,11,2,2005,1
12,11,2,2005,1
13,11,2,2005,1
14,11,2,2005,1
15,11,2,2005,1
16,11,2,2005,1
17,11,2,2005,1
18,11,2,2005,1
19,11,2,2005,1
20,11,2,2005,1
21,11,2,2005,1
22,11,2,2005,1
23,11,2,2005,1
0,11,3,2005,1
1,11,1,2005,0
2,11,1,2005,0
3,11,1,2005,0
4,11,1,2005,0
5,11,1,2005,0
6,11,1,2005,1
7,11,1,2005,1
8,11,1,2005,1
9,11,1,2005,1
10,11,1,2005,1
11,11,1,2005,1
12,11,1,2005,1
13,11,1,2005,1
14,11,1,2005,1
15,11,1,2005,1
16,11,1,2005,1
17,11,1,2005,1
18,11,1,2005,1
19,11,1,2005,1
20,11,1,2005,1
21,11,1,2005,1
22,11,1,2005,1
23,11,1,2005,1
0,11,2,2005,1
1,11,0,2005,0
2,11,0,2005,0
3,11,0,2005,0
4,11,0,2005,0
5,11,0,2005,0
6,11,0,2005,0
7,11,0,2005,1
8,11,0,2005,1
9,11,0,2005,1
10,11,0,2005,1
11,11,0,2005,1
12,11,0,2005,1
13,11,0,2005,1
14,11,0,2005,1
15,11,0,2005,1
16,11,0,2005,1
17,11,0,2005,1
18,11,0,2005,1
19,11,0,2005,1
20,11,0,2005,1
21,11,0,2005,1
22,11,0,2005,1
23,11,0,2005,1
0,11,1,2005,1
1,11,6,2005,0
2,11,6,2005,0
3,11,6,2005,0
4,11,6,2005,0
5,11,6,2005,0
6,11,6,2005,0
7,11,6,2005,0
8,11,6,2005,0
9,11,6,2005,0
10,11,6,2005,0
11,11,6,2005,0
12,11,6,2005,0
13,11,6,2005,0
14,11,6,2005,0
15,11,6,2005,0
16,11,6,2005,0
17,11,6,2005,0
18,11,6,2005,0
19,11,6,2005,1
20,11,6,2005,1
21,11,6,2005,1
22,11,6,2005,1
23,11,6,2005,0
0,11,0,2005,0
1,11,5,2005,1
2,11,5,2005,1
3,11,5,2005,1
4,11,5,2005,1
5,11,5,2005,1
6,11,5,2005,1
7,11,5,2005,1
8,11,5,2005,1
9,11,5,2005,1
10,11,5,2005,1
11,11,5,2005,1
12,11,5,2005,1
13,11,5,2005,1
14,11,5,2005,0
15,11,5,2005,0
16,11,5,2005,0
17,11,5,2005,0
18,11,5,2005,1
19,11,5,2005,1
20,11,5,2005,1
21,11,5,2005,1
22,11,5,2005,1
23,11,5,2005,0
0,11,6,2005,0
1,11,4,2005,1
2,11,4,2005,1
3,11,4,2005,1
4,11,4,2005,1
5,11,4,2005,1
6,11,4,2005,1
7,11,4,2005,1
8,11,4,2005,1
9,11,4,2005,1
10,11,4,2005,1
11,11,4,2005,1
12,11,4,2005,1
13,11,4,2005,1
14,11,4,2005,1
15,11,4,2005,1
16,11,4,2005,1
17,11,4,2005,1
18,11,4,2005,1
19,11,4,2005,1
20,11,4,2005,1
21,11,4,2005,1
22,11,4,2005,1
23,11,4,2005,1
0,11,5,2005,1
1,11,3,2005,0
2,11,3,2005,0
3,11,3,2005,0
4,11,3,2005,0
5,11,3,2005,0
6,11,3,2005,1
7,11,3,2005,1
8,11,3,2005,1
9,11,3,2005,1
10,11,3,2005,1
11,11,3,2005,1
12,11,3,2005,1
13,11,3,2005,1
14,11,3,2005,1
15,11,3,2005,1
16,11,3,2005,1
17,11,3,2005,1
18,11,3,2005,1
19,11,3,2005,1
20,11,3,2005,1
21,11,3,2005,1
22,11,3,2005,1
23,11,3,2005,1
0,11,4,2005,1
1,11,2,2005,0
2,11,2,2005,0
3,11,2,2005,0
4,11,2,2005,0
5,11,2,2005,0
6,11,2,2005,0
7,11,2,2005,0
8,11,2,2005,1
9,11,2,2005,1
10,11,2,2005,1
11,11,2,2005,1
12,11,2,2005,1
13,11,2,2005,1
14,11,2,2005,1
15,11,2,2005,1
16,11,2,2005,1
17,11,2,2005,1
18,11,2,2005,1
19,11,2,2005,1
20,11,2,2005,1
21,11,2,2005,1
22,11,2,2005,1
23,11,2,2005,1
0,11,3,2005,1
1,11,1,2005,0
2,11,1,2005,0
3,11,1,2005,0
4,11,1,2005,0
5,11,1,2005,0
6,11,1,2005,0
7,11,1,2005,0
8,11,1,2005,1
9,11,1,2005,1
10,11,1,2005,1
11,11,1,2005,1
12,11,1,2005,1
13,11,1,2005,1
14,11,1,2005,1
15,11,1,2005,1
16,11,1,2005,1
17,11,1,2005,1
18,11,1,2005,1
19,11,1,2005,1
20,11,1,2005,1
21,11,1,2005,1
22,11,1,2005,1
23,11,1,2005,0
0,11,2,2005,0
1,11,0,2005,0
2,11,0,2005,0
3,11,0,2005,0
4,11,0,2005,0
5,11,0,2005,0
6,11,0,2005,0
7,11,0,2005,1
8,11,0,2005,1
9,11,0,2005,1
10,11,0,2005,1
11,11,0,2005,1
12,11,0,2005,1
13,11,0,2005,1
14,11,0,2005,1
15,11,0,2005,1
16,11,0,2005,1
17,11,0,2005,1
18,11,0,2005,1
19,11,0,2005,1
20,11,0,2005,1
21,11,0,2005,1
22,11,0,2005,1
23,11,0,2005,1
0,11,1,2005,0
1,11,6,2005,0
2,11,6,2005,0
3,11,6,2005,0
4,11,6,2005,0
5,11,6,2005,0
6,11,6,2005,0
7,11,6,2005,0
8,11,6,2005,0
9,11,6,2005,0
10,11,6,2005,0
11,11,6,2005,0
12,11,6,2005,0
13,11,6,2005,0
14,11,6,2005,0
15,11,6,2005,0
16,11,6,2005,0
17,11,6,2005,0
18,11,6,2005,0
19,11,6,2005,0
20,11,6,2005,0
21,11,6,2005,0
22,11,6,2005,0
23,11,6,2005,0
0,11,0,2005,0
1,11,5,2005,0
2,11,5,2005,0
3,11,5,2005,0
4,11,5,2005,0
5,11,5,2005,0
6,11,5,2005,0
7,11,5,2005,0
8,11,5,2005,1
9,11,5,2005,1
10,11,5,2005,1
11,11,5,2005,0
12,11,5,2005,0
13,11,5,2005,0
14,11,5,2005,0
15,11,5,2005,0
16,11,5,2005,0
17,11,5,2005,0
18,11,5,2005,0
19,11,5,2005,0
20,11,5,2005,0
21,11,5,2005,0
22,11,5,2005,0
23,11,5,2005,0
0,11,6,2005,0
1,11,4,2005,0
2,11,4,2005,0
3,11,4,2005,0
4,11,4,2005,0
5,11,4,2005,0
6,11,4,2005,1
7,11,4,2005,1
8,11,4,2005,1
9,11,4,2005,1
10,11,4,2005,1
11,11,4,2005,1
12,11,4,2005,1
13,11,4,2005,1
14,11,4,2005,1
15,11,4,2005,1
16,11,4,2005,0
17,11,4,2005,0
18,11,4,2005,1
19,11,4,2005,1
20,11,4,2005,1
21,11,4,2005,1
22,11,4,2005,1
23,11,4,2005,1
0,11,5,2005,0
1,11,3,2005,0
2,11,3,2005,0
3,11,3,2005,0
4,11,3,2005,0
5,11,3,2005,0
6,11,3,2005,0
7,11,3,2005,1
8,11,3,2005,1
9,11,3,2005,1
10,11,3,2005,1
11,11,3,2005,1
12,11,3,2005,1
13,11,3,2005,1
14,11,3,2005,1
15,11,3,2005,1
16,11,3,2005,1
17,11,3,2005,1
18,11,3,2005,1
19,11,3,2005,1
20,11,3,2005,1
21,11,3,2005,1
22,11,3,2005,1
23,11,3,2005,1
0,11,4,2005,1
1,11,2,2005,0
2,11,2,2005,0
3,11,2,2005,0
4,11,2,2005,0
5,11,2,2005,0
6,11,2,2005,0
7,11,2,2005,0
8,11,2,2005,1
9,11,2,2005,1
10,11,2,2005,1
11,11,2,2005,1
12,11,2,2005,1
13,11,2,2005,1
14,11,2,2005,1
15,11,2,2005,1
16,11,2,2005,1
17,11,2,2005,1
18,11,2,2005,1
19,11,2,2005,1
20,11,2,2005,1
21,11,2,2005,1
22,11,2,2005,1
23,11,2,2005,0
